Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,Segment_Prediction_0,Segment_Prediction_1,C_S1_0.0,C_S1_1.0,C_S2_0.0,C_S2_1.0,C_S3_0.0,C_S3_1.0,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,Predicted_Distance_mean,Predicted_Distance_max,Predicted_Distance_min,Predicted_Distance_sum,Predicted_Distance_std,true_value,predicted_value,relative_error
declaration 100053_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,5,0,4,1,4,1,23362.256666666664,107269.21666666666,0.0,116811.28333333333,47085.638693131084,1516576.6,7008677.0,0.0,7582883.0,3080150.8448548913,1322107.0,6436153.0,0.0,6610535.0,2859835.6562960045,174382.0,270171.7,0.5493094900849859
declaration 100059_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,1,4,1,4,1,1766.0966666666668,4812.3,0.0,8830.483333333334,2428.410503789807,202223.8,529829.0,0.0,1011119.0,219126.35140187957,105965.2,288738.0,0.0,529826.0,145705.1756654512,0.0,0.06635166,2.260703904462226e-05
declaration 100064_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,1,4,1,4,1,1765.8700000000001,4812.3,0.0,8829.35,2427.9306326009855,202176.2,529761.0,0.0,1010881.0,219093.77755130336,105951.8,288738.0,0.0,529759.0,145676.20160891072,0.0,0.06635166,2.260703904462226e-05
declaration 100069_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,4,1,4,1,4,1,1765.7666666666669,4812.316666666667,0.0,8828.833333333334,2421.3171851804136,201977.2,529730.0,0.0,1009886.0,219033.72681781222,105940.4,288739.0,0.0,529702.0,145284.1350227202,0.0,0.06635166,2.260703904462226e-05
declaration 100074_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,4,1,4,1,4,1,1765.5099999999998,4812.333333333333,0.0,8827.55,2420.5839457200773,201906.8,529653.0,0.0,1009534.0,219000.46897027415,105930.4,288740.0,0.0,529652.0,145235.21908545462,0.0,0.06635166,2.260703904462226e-05
declaration 100079_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,5,0,4,1,4,1,1652.2466666666667,4113.95,0.0,8261.233333333334,1764.85801189186,216363.4,495674.0,0.0,1081817.0,216242.02435419438,107367.8,378977.0,0.0,536839.0,166511.82779970916,378977.0,319879.1,0.15594061447000743
declaration 100085_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,4,1,4,1,4,1,1759.8266666666666,3917.483333333333,0.0,8799.133333333333,1833.300615905034,217986.8,527948.0,0.0,1089934.0,225343.59337620408,105552.6,235049.0,0.0,527763.0,110042.37776556812,0.0,0.06635166,2.260703904462226e-05
declaration 100090_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,1,4,1,4,1,1732.0099999999998,4748.4,0.0,8660.05,2368.7104042894075,197172.4,519603.0,0.0,985862.0,214652.30628227594,103919.0,284904.0,0.0,519595.0,142124.08658985287,0.0,0.06635166,2.260703904462226e-05
declaration 100095_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,4,1,4,1,4,1,1522.4166666666665,3407.016666666667,0.0,7612.083333333333,1681.4263425073898,180316.6,456725.0,0.0,901583.0,191545.93783424384,91343.8,204421.0,0.0,456719.0,100886.93863528619,0.0,0.06635166,2.260703904462226e-05
declaration 100100_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,1,4,1,4,1,1423.1466666666668,3379.0333333333333,0.0,7115.733333333334,1477.796857299556,158442.0,426944.0,0.0,792210.0,178128.8390463487,85383.2,202742.0,0.0,426916.0,88674.55098955958,0.0,0.06635166,2.260703904462226e-05
declaration 100105_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,5,0,4,1,4,1,3032.426666666667,11588.366666666669,0.0,15162.133333333335,4827.360046026423,639599.8,909728.0,0.0,3197999.0,367578.0688618406,104619.4,464940.0,0.0,523097.0,202993.43952896606,464940.0,351514.1,0.24395815857960168
declaration 100111_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,4,1,4,1,4,1,3257.6066666666666,10385.933333333332,0.0,16288.033333333333,4389.484587460759,353557.2,977282.0,0.0,1767786.0,457349.2823731114,195455.6,623156.0,0.0,977278.0,263369.8173762514,0.0,0.06635166,2.260703904462226e-05
declaration 100116_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,5,0,4,1,4,1,572.6,1458.3333333333333,0.0,2863.0,783.0719575456935,85600.2,171780.0,0.0,428001.0,85852.19631844021,39656.6,198282.0,0.0,198283.0,88674.29434058102,198282.0,171560.34,0.13476592050715647
declaration 100122_5,1,0,0,0,1,0,1,0,0,0,2,0,0,5,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,281.0766666666667,1398.0166666666669,0.0,1405.3833333333337,624.3914043112524,50616.6,84323.0,0.0,253083.0,46076.9463864523,0.0,0.0,0.0,0.0,0.0,285562.0,713148.5,1.4973508379966523
declaration 100131_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,5,0,4,1,4,1,570.8566666666667,1456.1166666666666,0.0,2854.2833333333333,780.9487599317185,85307.0,171257.0,0.0,426535.0,85598.68332807462,39656.8,198283.0,0.0,198284.0,88674.74155417652,198283.0,171560.34,0.1347702841393362
declaration 100137_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,2,5,0,4,1,4,1,2554.72,9746.766666666666,0.0,12773.599999999999,4090.987233191872,304582.0,766416.0,0.0,1522910.0,380922.0558073528,60665.0,207374.0,0.0,303325.0,91936.60744230232,207374.0,174631.31,0.1578919609015595
declaration 100143_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,5,0,4,1,4,1,616.8633333333333,1464.5666666666666,0.0,3084.3166666666666,687.928294511055,83986.8,185059.0,0.0,419934.0,87173.4749060745,40572.8,179126.0,0.0,202864.0,78132.669256848,179126.0,157488.58,0.12079442333887878
declaration 100149_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,4,1,4,1,4,1,1206.1066666666668,4803.283333333334,0.0,6030.533333333334,2069.9177869006726,100960.2,361832.0,0.0,504801.0,150155.2100701138,72365.6,288197.0,0.0,361828.0,124195.64987671669,0.0,0.06635166,2.260703904462226e-05
declaration 100154_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,5,0,4,1,4,1,1051.9966666666667,2888.4333333333334,0.0,5259.983333333334,1185.4708885314542,125067.2,315599.0,0.0,625336.0,145203.35096753106,91128.2,381493.0,0.0,455641.0,165463.81082943786,381493.0,320780.56,0.159144302778819
declaration 100160_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,5,0,4,1,4,1,288.83333333333337,1151.6333333333334,0.0,1444.1666666666667,497.3303821684111,37947.4,86650.0,0.0,189737.0,44744.29214212691,41188.4,205381.0,0.0,205942.0,91786.77520372964,205381.0,174361.81,0.15103241049561547
declaration 100166_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,2,5,0,4,1,4,1,2287.8733333333334,6663.5,0.0,11439.366666666667,3175.956881280034,195468.2,686362.0,0.0,977341.0,300909.1542711853,121748.2,399810.0,0.0,608741.0,179852.07661075253,208931.0,219250.64,0.04939257757345727
declaration 100172_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,4,1,4,1,4,1,967.79,4354.816666666667,0.0,4838.95,1897.346339650021,67074.6,290337.0,0.0,335373.0,125399.2327340961,58066.8,261289.0,0.0,290334.0,113841.16292317117,0.0,0.06635166,2.260703904462226e-05
declaration 100177_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,1,4,1,967.2300000000001,4470.05,0.0,4836.150000000001,1960.1765571839017,66094.2,290169.0,0.0,330471.0,125505.58293239388,56257.4,268203.0,0.0,281287.0,118601.48740972855,0.0,0.06635166,2.260703904462226e-05
declaration 100182_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4,1,4,1,4,1,965.5366666666666,4798.316666666667,0.0,4827.683333333333,2142.609045144105,58580.2,289661.0,0.0,292901.0,129180.5292844088,57921.8,287899.0,0.0,289609.0,128562.39768765983,0.0,0.06635166,2.260703904462226e-05
declaration 100187_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,4,1,4,1,4,1,963.7966666666665,4469.833333333333,0.0,4818.983333333333,1961.9598995788765,63749.2,289139.0,0.0,318746.0,126285.09466956106,57784.2,268190.0,0.0,288921.0,117744.30306473431,0.0,0.06635166,2.260703904462226e-05
declaration 100192_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,4,1,4,1,4,1,963.5166666666667,4786.266666666666,0.0,4817.583333333333,2136.9975670383383,58335.8,289055.0,0.0,291679.0,128978.12545428005,57792.0,287176.0,0.0,288960.0,128230.55127581726,0.0,0.06635166,2.260703904462226e-05
declaration 100197_5,0,0,1,1,0,0,0,1,0,0,2,0,0,5,0,5,0,0,2,1,1,1,0,2,0,0,0,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,5,0,5,0,5,0,94256.51666666666,422439.01666666666,0.0,471282.5833333333,184148.01889643582,12359782.8,28276955.0,0.0,61798914.0,14566927.667852227,0.0,0.0,0.0,0.0,0.0,1472133.0,717412.2,0.5126716217216787
declaration 100207_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,5,0,4,1,4,1,481.9333333333333,1451.7333333333331,0.0,2409.6666666666665,679.4183931250806,75151.6,144580.0,0.0,375758.0,72461.98280684845,40937.8,204153.0,0.0,204689.0,91240.36573907407,204153.0,174361.81,0.14592578850176094
declaration 100213_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1,4,1,4,1,2104.2233333333334,4323.55,0.0,10521.116666666667,1984.505348758224,236751.2,631267.0,0.0,1183756.0,268823.09502477647,126207.2,259413.0,0.0,631036.0,119131.47184812248,0.0,0.06635166,2.260703904462226e-05
declaration 100218_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,1,4,1,4,1,921.2866666666666,3331.2166666666667,0.0,4606.433333333333,1450.046958933093,85553.6,276386.0,0.0,427768.0,113193.40343103037,55276.2,199873.0,0.0,276381.0,87003.61167618273,0.0,0.06635166,2.260703904462226e-05
declaration 100223_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,1,4,1,4,1,4067.896666666666,8284.266666666666,0.0,20339.48333333333,4014.8424908982697,446828.2,1220369.0,0.0,2234141.0,531118.0245804128,244058.6,497056.0,0.0,1220293.0,240909.79616404144,0.0,0.06635166,2.260703904462226e-05
declaration 100228_5,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,5,1,0,1,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,4,1,4,1,891.4766666666667,4253.516666666666,0.0,4457.383333333333,1881.121508590908,56127.6,267443.0,0.0,280638.0,118242.02223532884,53481.4,255211.0,0.0,267407.0,112871.55387563334,0.0,0.06635166,2.260703904462226e-05
declaration 100233_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,5,0,4,1,4,1,6255.326666666666,16052.433333333332,0.0,31276.63333333333,6837.007012225614,623801.2,1876598.0,0.0,3119006.0,793466.5950808516,233467.4,963146.0,0.0,1167337.0,417375.4447386669,204191.0,259741.95,0.27205387664000863
declaration 100239_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,0,4,1,4,1,883.7299999999999,3321.733333333333,0.0,4418.65,1441.2636250873745,79222.0,265119.0,0.0,396110.0,108957.24189561701,109020.6,345799.0,0.0,545103.0,158012.32285426348,345799.0,285276.22,0.1750230083082947
declaration 100245_5,1,0,0,0,1,0,1,0,0,0,2,0,0,5,0,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0,5,0,330.0566666666667,1072.8166666666666,0.0,1650.2833333333333,481.5949535138423,52732.4,99017.0,0.0,263662.0,49824.70922444004,0.0,0.0,0.0,0.0,0.0,1980332.0,870166.0,0.5605959000814005
declaration 100258_5,1,1,0,1,0,0,0,0,0,0,1,0,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,2,5,0,4,1,4,1,38478.10333333333,181071.75,0.0,192390.51666666666,79808.82310382192,8946415.8,11543431.0,0.0,44732079.0,5011094.26646533,78526.2,208448.0,0.0,392631.0,107868.12059269412,208448.0,174869.22,0.16108948634671477
