Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Resource_STAFF MEMBER,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_SUPERVISOR,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 100085_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5416666666666667,3.0833333333333335,0.0,3.0833333333333335,2.1802459086585215,92.5,185.0,0.0,185.0,130.8147545195113,527763.0,700901.1,0.32806036990088355
declaration 100090_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666665,0.1333333333333333,0.0,0.1333333333333333,0.09428090415820632,4.0,8.0,0.0,8.0,5.656854249492381,519595.0,698094.4,0.3435355902193054
declaration 100095_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.05,0.1,0.0,0.1,0.07071067811865477,3.0,6.0,0.0,6.0,4.242640687119285,456719.0,682075.6,0.4934251147861157
declaration 100100_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23333333333333334,0.4666666666666667,0.0,0.4666666666666667,0.3299831645537222,14.0,28.0,0.0,28.0,19.79898987322333,426916.0,676811.9,0.585351392311368
declaration 100105_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5794.183333333334,11588.366666666669,0.0,11588.366666666669,8194.21265287615,347651.0,695302.0,0.0,695302.0,491652.75917256885,679366.0,655157.2,0.035634418708030725
declaration 100105_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4118.877777777779,11588.366666666669,0.0,12356.633333333335,6480.162545315026,478900.0,741398.0,0.0,1436700.0,415379.48649879184,633270.0,616993.0,0.025703096625452018
declaration 100111_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,977278.0,627840.0,0.35756253594166654
declaration 100116_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.3583333333333334,2.716666666666667,0.0,2.716666666666667,1.9209734222234542,81.5,163.0,0.0,163.0,115.25840533340725,369899.0,640360.1,0.7311756046920916
declaration 100116_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,468.2166666666667,1401.9333333333334,0.0,1404.65,808.6234941416047,28147.333333333332,84279.0,0.0,84442.0,48611.51760985593,285783.0,588378.6,1.0588300388756504
declaration 100131_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.1083333333333334,2.216666666666667,0.0,2.216666666666667,1.5674200316301805,66.5,133.0,0.0,133.0,94.04520189781083,369407.0,640360.1,0.7334812956982407
declaration 100131_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,466.05,1395.9333333333334,0.0,1398.15,805.3033519184626,28007.333333333332,83889.0,0.0,84022.0,48394.98862830049,285651.0,588378.6,1.0597814290865426
declaration 100137_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.05,6.1,0.0,6.1,4.313351365237939,183.0,366.0,0.0,366.0,258.8010819142764,973424.0,641344.56,0.3411457263227535
declaration 100137_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,475.8944444444444,1421.5833333333333,0.0,1427.6833333333332,818.9962810818654,28675.666666666668,85661.0,0.0,86027.0,49351.08560440523,888129.0,592076.75,0.33334374848698783
declaration 100143_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8916666666666667,1.7833333333333334,0.0,1.7833333333333334,1.2610070931160098,53.5,107.0,0.0,107.0,75.66042558696059,364078.0,659987.25,0.8127633364279083
declaration 100143_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,408.03888888888883,1222.3333333333333,0.0,1224.1166666666666,705.2002387685778,24518.0,73447.0,0.0,73554.0,42373.79075560741,290738.0,602935.6,1.073810870955981
declaration 100149_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,361828.0,638312.75,0.7641330963883393
declaration 100154_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.175,2.35,0.0,2.35,1.6617009357883867,70.5,141.0,0.0,141.0,99.7020561473032,696951.0,700045.4,0.004439874539243075
declaration 100154_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,378.5833333333333,1133.4,0.0,1135.75,653.6914645559734,22762.0,68145.0,0.0,68286.0,39302.89413007648,628947.0,648767.5,0.03151378415033381
declaration 100160_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,292024.0,626945.9,1.146898456976139
declaration 100160_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,94.39444444444445,283.06666666666666,0.0,283.18333333333334,163.39494784564633,5666.0,16991.0,0.0,16998.0,9807.738322365662,275040.0,624345.1,1.2700157249854567
declaration 100166_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.075,0.15,0.0,0.15,0.10606601717798213,4.5,9.0,0.0,9.0,6.363961030678928,895284.0,614161.6,0.31400357316784394
declaration 100166_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,24.544444444444448,73.48333333333333,0.0,73.63333333333334,42.382387370926374,1475.6666666666667,4418.0,0.0,4427.0,2548.139386559011,890875.0,592588.44,0.3348242598568823
declaration 100172_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,290334.0,583585.6,1.010049201953612
declaration 100177_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,74.01666666666667,148.03333333333333,0.0,148.03333333333333,104.67537384164858,4441.0,8882.0,0.0,8882.0,6280.522430498915,281287.0,640675.7,1.2776583613889017
declaration 100182_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.43333333333333335,0.8666666666666667,0.0,0.8666666666666667,0.6128258770283412,26.0,52.0,0.0,52.0,36.76955262170047,289609.0,610056.7,1.106483871357589
declaration 100187_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.8166666666666669,3.6333333333333337,0.0,3.6333333333333337,2.569154638311123,109.0,218.0,0.0,218.0,154.14927829866735,288921.0,618940.25,1.1422473617355609
declaration 100192_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7916666666666666,1.5833333333333333,0.0,1.5833333333333333,1.1195857368787,47.5,95.0,0.0,95.0,67.17514421272202,288960.0,612612.75,1.120060735049834
declaration 100207_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0.0,0.25,0.1767766952966369,7.5,15.0,0.0,15.0,10.606601717798213,348718.0,659097.06,0.8900574748077243
declaration 100207_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.99444444444435,1451.7333333333331,0.0,1451.9833333333331,838.0864713297344,29044.666666666668,87119.0,0.0,87134.0,50293.848533725606,261614.0,596344.9,1.279483800561132
declaration 100213_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.925,3.85,0.0,3.85,2.722361107568208,115.5,231.0,0.0,231.0,163.3416664540925,631036.0,617916.75,0.020790018319081636
declaration 100218_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,276381.0,614426.4,1.2231136547013
declaration 100223_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6333333333333333,1.2666666666666666,0.0,1.2666666666666666,0.8956685895029601,38.0,76.0,0.0,76.0,53.74011537017761,1220293.0,617201.44,0.49421865281534844
declaration 100228_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.6,0.4242640687119285,18.0,36.0,0.0,36.0,25.45584412271571,267407.0,611862.75,1.2881328835819557
declaration 100233_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9166666666666665,5.833333333333333,0.0,5.833333333333333,4.1247895569215265,175.0,350.0,0.0,350.0,247.48737341529164,2080439.0,637048.06,0.6937915206838556
declaration 100233_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1825.5888888888887,5470.933333333333,0.0,5476.766666666666,3156.9622417643714,109652.0,328606.0,0.0,328956.0,189619.80701392985,1752183.0,647705.06,0.6303439409582219
declaration 100239_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01666666666666665,0.0333333333333333,0.0,0.0333333333333333,0.02357022603955156,1.0,2.0,0.0,2.0,1.4142135623730951,610916.0,597736.44,0.021573444630685723
declaration 100239_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,362.0777777777778,1086.2,0.0,1086.2333333333333,627.1082401107602,21725.333333333332,65174.0,0.0,65176.0,37627.649107183584,545744.0,643108.94,0.1784077103916855
declaration 100258_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90535.875,181071.75,0.0,181071.75,128037.06230631523,5432152.5,10864305.0,0.0,10864305.0,7682223.738378914,887574.0,669228.06,0.24600307974321015
declaration 100258_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60421.322222222225,181071.75,0.0,181263.96666666667,104486.37963405716,7246714.333333333,10875838.0,0.0,21740143.0,6275841.3558841925,876041.0,647025.75,0.26142069834631027
declaration 100264_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,603667.0,610190.44,0.01080635101802815
declaration 100269_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.091666666666665,32.18333333333333,0.0,32.18333333333333,22.75705324118705,965.5,1931.0,0.0,1931.0,1365.4231944712233,546494.0,705874.75,0.29164226871658244
declaration 100274_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.958333333333333,13.916666666666666,0.0,13.916666666666666,9.840569371512785,417.5,835.0,0.0,835.0,590.4341622907672,547302.0,658461.0,0.2031035881469463
declaration 100279_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.925,1.85,0.0,1.85,1.308147545195113,55.5,111.0,0.0,111.0,78.48885271170677,547660.0,653031.0,0.19240222035569515
declaration 100284_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.733333333333333,17.466666666666665,0.0,17.466666666666665,12.35079844472503,524.0,1048.0,0.0,1048.0,741.0479066835018,192278.0,662972.1,2.4479874192575335
