Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,Segment_Prediction_0,Segment_Prediction_1,C_S1_0.0,C_S1_1.0,C_S2_0.0,C_S2_1.0,C_S3_0.0,C_S3_1.0,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,Predicted_Distance_mean,Predicted_Distance_max,Predicted_Distance_min,Predicted_Distance_sum,Predicted_Distance_std,true_value,predicted_value,relative_error
declaration 100069_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,3,1,3,1,1004.1291666666667,3985.15,0.0,4016.516666666667,1987.3998102105677,120039.0,240991.0,0.0,480156.0,138594.99936866408,132425.5,288739.0,0.0,529702.0,153189.10874797855,288739.0,249997.38,0.134175241307894
declaration 100074_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,3,1,3,1,1003.8041666666668,3982.766666666667,0.0,4015.216666666667,1986.0338216682478,119970.25,240913.0,0.0,479881.0,138531.41294636633,132413.0,288740.0,0.0,529652.0,153130.13354224787,288740.0,249997.38,0.1341782399390455
declaration 100079_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,3,1,4,0,1407.55,4113.95,0.0,5630.2,1937.4696586871582,146535.75,337812.0,0.0,586143.0,172746.86518791015,39465.5,157862.0,0.0,157862.0,78931.0,536839.0,438913.38,0.18241153306671087
declaration 100085_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,3,1,3,1,1360.6958333333332,3917.483333333333,0.0,5442.783333333333,1849.130980646845,140496.5,326567.0,0.0,561986.0,166357.0541746477,131940.75,235049.0,0.0,527763.0,107254.54210855905,201381.0,176604.27,0.1230341212676469
declaration 100090_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,1,3,1,3,1,977.9124999999999,3859.0666666666666,0.0,3911.6499999999996,1920.928172128477,116564.75,234699.0,0.0,466259.0,134598.89251494603,129898.75,284904.0,0.0,519595.0,149775.4716842848,284904.0,246707.53,0.13406785706764385
declaration 100095_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,3,1,3,1,3,1,1051.2666666666667,3209.0333333333333,0.0,4205.066666666667,1513.1789639818012,111214.5,252304.0,0.0,444858.0,130712.63738317986,114179.75,204421.0,0.0,456719.0,100470.70103725098,204421.0,183887.33,0.10044795727934018
declaration 100100_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,1,3,1,3,1,934.175,2350.133333333333,0.0,3736.7,1147.9936686414,91316.5,224202.0,0.0,365266.0,110759.31592872899,106729.0,202742.0,0.0,426916.0,86293.76265601897,202742.0,180586.8,0.10927781675725799
declaration 100105_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,0,3,1,4,0,3548.2125000000005,11588.366666666669,0.0,14192.850000000002,5412.729426655333,572067.75,851571.0,0.0,2288271.0,386972.4328203711,14539.25,58157.0,0.0,58157.0,29078.5,523097.0,286177.22,0.45291749188009106
declaration 100111_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,3,1,3,1,3,1,2945.1166666666663,10385.933333333332,0.0,11780.466666666665,5003.9084647977,197626.0,706828.0,0.0,790504.0,341751.7040581754,244319.5,623156.0,0.0,977278.0,276707.44379518717,270454.0,271313.0,0.00317614085944375
declaration 100116_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,4,0,3,1,4,0,715.7458333333334,1458.3333333333333,0.0,2862.9833333333336,825.2256602012746,64055.25,171779.0,0.0,256221.0,82054.25246089727,0.25,1.0,0.0,1.0,0.5,198283.0,253144.36,0.2766821128135039
declaration 100122_4,0,0,0,0,1,0,1,0,0,0,2,0,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,4,0,351.2958333333334,1398.0166666666669,0.0,1405.1833333333336,697.8165651429916,42190.0,84311.0,0.0,168760.0,48553.02325636719,0.0,0.0,0.0,0.0,0.0,285574.0,663595.56,1.3237254179302038
declaration 100131_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,4,0,3,1,4,0,713.5666666666666,1456.1166666666666,0.0,2854.2666666666664,823.043332305081,63819.5,171256.0,0.0,255278.0,81801.1516320726,0.25,1.0,0.0,1.0,0.5,198284.0,253144.36,0.2766756741592867
declaration 100137_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,4,0,3,1,4,0,2793.6124999999997,9746.766666666666,0.0,11174.449999999999,4683.421599551285,189123.5,670467.0,0.0,756494.0,323415.70048313984,23987.75,95951.0,0.0,95951.0,47975.5,303323.0,308321.72,0.01647985398403682
declaration 100143_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,4,0,3,1,4,0,672.1708333333333,1464.5666666666666,0.0,2688.6833333333334,781.4096156797995,58718.75,161321.0,0.0,234875.0,76653.7059176963,5934.5,23738.0,0.0,23738.0,11869.0,202864.0,259984.3,0.28156941041781686
declaration 100149_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,3,1,3,1,306.8125,1155.4333333333334,0.0,1227.25,566.7564480142602,35742.25,73635.0,0.0,142969.0,41306.691954815265,90457.0,288197.0,0.0,361828.0,135587.93298569505,288197.0,235926.2,0.18137175916126816
declaration 100154_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,3,1,4,0,1006.0458333333333,2888.4333333333334,0.0,4024.1833333333334,1363.7124976257114,77434.25,241451.0,0.0,309737.0,113956.26941177918,18537.0,74148.0,0.0,74148.0,37074.0,455641.0,316240.44,0.3059438516288043
declaration 100160_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,4,0,3,1,4,0,358.7041666666667,1151.6333333333334,0.0,1434.8166666666668,545.1945735537062,25771.75,86089.0,0.0,103087.0,41001.12867857014,140.25,561.0,0.0,561.0,280.5,205942.0,251016.42,0.21886949663011915
declaration 100166_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,4,0,3,1,4,0,1193.9666666666667,4702.233333333334,0.0,4775.866666666667,2339.1004353130033,72744.75,286552.0,0.0,290979.0,142553.35012870326,99952.5,399810.0,0.0,399810.0,199905.0,608741.0,539198.0,0.11424070335331446
declaration 100172_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,3,1,3,1,3,1,121.03333333333333,266.3666666666667,0.0,484.1333333333333,141.13289180112534,11259.0,29048.0,0.0,45036.0,14050.459233301475,72583.5,261289.0,0.0,290334.0,125995.43632608285,261289.0,230183.52,0.11904628352131165
declaration 100177_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,3,1,3,1,3,1,91.525,208.53333333333333,0.0,366.1,103.25308846604918,10075.5,21966.0,0.0,40302.0,9031.618441158078,70321.75,268203.0,0.0,281287.0,132046.87607657872,268203.0,231929.16,0.13524771814632947
declaration 100182_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,3,1,3,1,7.341666666666667,22.9,0.0,29.366666666666667,10.66021940570539,810.0,1762.0,0.0,3240.0,915.8646188165585,72402.25,287899.0,0.0,289609.0,143665.6903517677,287899.0,235134.2,0.18327537391585244
declaration 100187_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,1,3,1,3,1,87.2875,208.48333333333332,0.0,349.15,102.92425241949105,7401.75,20949.0,0.0,29607.0,9848.825864876822,72230.25,268190.0,0.0,288921.0,130742.89834729074,268190.0,231929.16,0.13520580092471754
declaration 100192_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,3,1,3,1,7.8291666666666675,20.483333333333334,0.0,31.31666666666667,9.353305763402783,656.0,1879.0,0.0,2624.0,864.2572919372255,72240.0,287176.0,0.0,288960.0,143291.547834011,287176.0,235134.2,0.18121917177967517
declaration 100197_4,0,0,1,1,0,0,0,1,0,0,1,0,0,4,0,4,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,4,0,4,0,4,0,117780.26666666666,422439.01666666666,0.0,471121.06666666665,203776.54033497768,8380489.75,28267264.0,0.0,33521959.0,13317733.330240408,0.0,0.0,0.0,0.0,0.0,1481824.0,1299812.8,0.12282919563996804
declaration 100207_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,0,3,1,4,0,600.1833333333333,1451.7333333333331,0.0,2400.733333333333,722.6746989867263,57794.5,144044.0,0.0,231178.0,70657.80778040976,134.0,536.0,0.0,536.0,268.0,204689.0,253144.36,0.2367267384910767
declaration 100213_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,3,1,3,1,1549.3916666666667,3190.8333333333335,0.0,6197.566666666667,1788.5079768974826,138122.25,371854.0,0.0,552489.0,177491.81212359254,157759.0,259413.0,0.0,631036.0,110843.59652832153,259413.0,192162.42,0.2592413569289126
declaration 100218_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,3,1,3,1,318.8041666666667,1247.65,0.0,1275.2166666666667,619.3656637559228,37845.5,76513.0,0.0,151382.0,43702.5178870356,69095.25,199873.0,0.0,276381.0,93913.41920575923,199873.0,178766.64,0.10559885214611278
declaration 100223_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,3,1,3,1,3147.3999999999996,8284.266666666666,0.0,12589.599999999999,3980.3500114102194,253443.0,755376.0,0.0,1013772.0,356084.59320597776,305073.25,497056.0,0.0,1220293.0,229270.12398678696,464993.0,300140.12,0.35452764880331533
declaration 100228_4,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,1,3,1,50.966666666666654,188.41666666666663,0.0,203.86666666666662,91.89000368798433,3298.75,12232.0,0.0,13195.0,5970.914021320354,66851.75,255211.0,0.0,267407.0,125677.66377357328,255211.0,218443.08,0.14406871911869001
declaration 100233_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,4,0,3,1,4,0,3806.0499999999997,9747.433333333332,0.0,15224.199999999999,4725.799253154021,310602.0,913452.0,0.0,1242408.0,430690.2105628437,240786.5,963146.0,0.0,963146.0,481573.0,1167337.0,1013885.1,0.13145464848625546
declaration 100239_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,0,3,1,4,0,274.2291666666667,1086.2,0.0,1096.9166666666667,541.3372427976989,32747.75,65815.0,0.0,130991.0,37813.59537146219,49826.0,199304.0,0.0,199304.0,99652.0,545103.0,461173.88,0.1539692957110858
declaration 100245_4,0,0,0,0,1,0,1,0,0,0,2,0,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,4,0,4,0,412.5583333333333,1072.8166666666666,0.0,1650.2333333333331,513.6809311055662,41161.25,99014.0,0.0,164645.0,49166.98197893243,0.0,0.0,0.0,0.0,0.0,1980335.0,1132663.6,0.4280444344012503
declaration 100258_4,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,4,0,3,1,4,0,47702.104166666664,181071.75,0.0,190808.41666666666,89024.62047733738,8297162.0,11448505.0,0.0,33188648.0,5538160.13531925,46045.75,184183.0,0.0,184183.0,92091.5,303374.0,415590.28,0.36989419413001773
