Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 100116_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1027.95,3304.7,0.0,6167.7,1317.0509054533752,133010.5,370062.0,0.0,798063.0,139222.48010540538,0.0,38.976803,0.0004493572997835776
declaration 100131_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,570.8566666666667,1456.1166666666666,0.0,2854.2833333333333,780.9487599317185,85307.0,171257.0,0.0,426535.0,85598.68332807462,198283.0,197141.86,0.00575511075079558
declaration 100131_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1026.5,3304.7166666666667,0.0,6159.0,1316.6509999911814,132679.16666666666,369540.0,0.0,796075.0,139019.56955107677,0.0,38.976803,0.0004493572997835776
declaration 100137_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2554.72,9746.766666666666,0.0,12773.599999999999,4090.987233191872,304582.0,766416.0,0.0,1522910.0,380922.0558073528,207374.0,217584.98,0.04923946287866367
declaration 100137_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2704.972222222222,9746.766666666666,0.0,16229.833333333332,3677.552938491492,416116.6666666667,973790.0,0.0,2496700.0,436716.36251812987,0.0,40.3927,0.0004656809531503995
declaration 100143_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,616.8633333333333,1464.5666666666666,0.0,3084.3166666666666,687.928294511055,83986.8,185059.0,0.0,419934.0,87173.4749060745,179126.0,197534.19,0.10276669774348783
declaration 100143_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1011.625,2985.4333333333334,0.0,6069.75,1146.1312802326695,130686.5,364185.0,0.0,784119.0,138436.06344554876,0.0,24.365711,0.0002809083712304523
declaration 100154_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1051.9966666666667,2888.4333333333334,0.0,5259.983333333334,1185.4708885314542,125067.2,315599.0,0.0,625336.0,145203.35096753106,381493.0,301560.9,0.20952440477282677
declaration 100154_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1936.3666666666668,6358.216666666666,0.0,11618.2,2411.8322419779624,220404.66666666666,697092.0,0.0,1322428.0,267212.6602694316,0.0,38.697617,0.0004461386063610191
declaration 100160_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,288.83333333333337,1151.6333333333334,0.0,1444.1666666666667,497.3303821684111,37947.4,86650.0,0.0,189737.0,44744.29214212691,205381.0,170158.92,0.1714962831274558
declaration 100160_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,6,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,811.1972222222222,3423.016666666667,0.0,4867.183333333333,1354.6417244839918,80294.66666666667,292031.0,0.0,481768.0,111181.77597190408,0.0,0.0,0.0
declaration 100166_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2287.8733333333334,6663.5,0.0,11439.366666666667,3175.956881280034,195468.2,686362.0,0.0,977341.0,300909.1542711853,208931.0,225756.78,0.08053271773934935
declaration 100166_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,0,0,4,2,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2486.9249999999997,6663.5,0.0,14921.55,2882.2024712737766,312105.6666666667,895293.0,0.0,1872634.0,392508.4038359773,0.0,48.02025,0.0005536177315058502
declaration 100207_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,481.9333333333333,1451.7333333333331,0.0,2409.6666666666665,679.4183931250806,75151.6,144580.0,0.0,375758.0,72461.98280684845,204153.0,207119.86,0.014532528912139424
declaration 100207_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,968.7027777777779,3402.55,0.0,5812.216666666667,1338.2654574492506,120748.5,348733.0,0.0,724491.0,129131.92827298754,0.0,0.0,0.0
declaration 100233_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6255.326666666666,16052.433333333332,0.0,31276.63333333333,6837.007012225614,623801.2,1876598.0,0.0,3119006.0,793466.5950808516,204191.0,205355.11,0.005701080728337683
declaration 100233_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5779.969444444444,16052.433333333332,0.0,34679.816666666666,6225.07179400292,866632.5,2080789.0,0.0,5199795.0,925998.7211467952,0.0,339.39017,0.003912774729202874
declaration 100239_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,883.7299999999999,3321.733333333333,0.0,4418.65,1441.2636250873745,79222.0,265119.0,0.0,396110.0,108957.24189561701,345799.0,308828.88,0.10691218019716656
declaration 100239_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1696.9944444444445,5763.316666666667,0.0,10181.966666666667,2372.80151070105,167838.0,610918.0,0.0,1007028.0,237937.21269528227,0.0,868.07666,0.010007916394658112
declaration 100258_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,38478.10333333333,181071.75,0.0,192390.51666666666,79808.82310382192,8946415.8,11543431.0,0.0,44732079.0,5011094.26646533,208448.0,192801.94,0.07505978709318391
declaration 100258_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,1,0,0,0,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32644.108333333334,181071.75,0.0,195864.65,72799.53009555668,9413993.0,11751879.0,0.0,56483958.0,4626080.762987218,0.0,832.1301,0.009593494586669492
declaration 100289_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.516666666666666,205.56666666666663,0.0,257.5833333333333,88.97703355360865,8653.0,15455.0,0.0,43265.0,7994.891243788124,177422.0,172662.64,0.026825080176077376
declaration 100289_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.7694444444445,2957.0333333333333,0.0,3214.616666666667,1188.838949022517,39357.0,192877.0,0.0,236142.0,75548.31781581904,0.0,395.63257,0.004561184338756211
declaration 100295_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2559.8366666666666,7696.5,0.0,12799.183333333332,3142.028825973753,307252.0,767951.0,0.0,1536260.0,360378.11578327004,366797.0,271255.72,0.26047454382124174
declaration 100295_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3152.077777777778,7696.5,0.0,18912.466666666667,3162.6528922315742,445168.0,1134748.0,0.0,2671008.0,466929.1674380601,0.0,538.53094,0.00620863677035957
declaration 100311_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,448.3833333333334,1196.0,0.0,2241.916666666667,616.1779993998848,66358.2,134515.0,0.0,331791.0,67284.68987592943,372312.0,310670.97,0.16556283775435657
declaration 100311_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1407.8527777777779,6205.2,0.0,8447.116666666667,2413.9656067331907,139769.66666666666,506827.0,0.0,838618.0,189623.95476908152,0.0,606.97144,0.006997676195792838
declaration 100317_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,448.0166666666666,1195.3333333333333,0.0,2240.083333333333,615.7072084422739,66299.2,134405.0,0.0,331496.0,67230.41573350562,372314.0,308384.1,0.17170964897908755
declaration 100317_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1407.5527777777777,6205.233333333334,0.0,8445.316666666666,2414.0284970106773,139702.5,506719.0,0.0,838215.0,189589.582374929,0.0,606.97144,0.006997676195792838
declaration 100348_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2232.2533333333336,8703.35,0.0,11161.266666666668,3767.0434131535217,238931.6,669676.0,0.0,1194658.0,330593.63852212887,378043.0,247665.81,0.34487396275026916
declaration 100348_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2910.3305555555557,8703.35,0.0,17461.983333333334,3756.49107240338,373729.5,1047719.0,0.0,2242377.0,443234.21137306176,0.0,336.35706,0.0038778064730290007
declaration 100359_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3511.2066666666665,10112.016666666666,0.0,17556.033333333333,4443.763177986399,372384.6,1053362.0,0.0,1861923.0,432056.9618311919,181971.0,222457.27,0.22248746022717905
declaration 100359_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,4,2,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3431.4805555555554,10112.016666666666,0.0,20588.88333333333,3979.4173521232515,516209.3333333333,1235333.0,0.0,3097256.0,522926.28364222305,0.0,384.14786,0.00442877895371189
declaration 100374_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2854.873333333333,9593.916666666666,0.0,14274.366666666665,3980.404752914931,324474.2,856462.0,0.0,1622371.0,407992.78629554226,376676.0,270824.56,0.2810145522942794
declaration 100374_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3425.383333333333,9593.916666666666,0.0,20552.3,3824.6290745930146,475918.1666666667,1233138.0,0.0,2855509.0,520363.470253021,0.0,119.576195,0.001378574744499978
declaration 100388_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2333.763333333333,9926.133333333331,0.0,11668.816666666664,4268.497107905127,284426.8,700129.0,0.0,1422134.0,361826.76772275986,348413.0,296140.72,0.1500296523091848
declaration 100388_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2912.6166666666663,9926.133333333331,0.0,17475.699999999997,4072.6503823950093,411779.3333333333,1048542.0,0.0,2470676.0,449496.26733830245,0.0,0.0,0.0
declaration 100422_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872.1,6008.016666666666,0.0,14360.5,2904.21540851015,378613.8,861630.0,0.0,1893069.0,394515.0907496442,362937.0,258885.39,0.2866933086871826
declaration 100422_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3401.5750000000003,6048.95,0.0,20409.45,2903.383606238112,519606.0,1224567.0,0.0,3117636.0,493747.4336423431,0.0,126.656075,0.0014601975411743942
declaration 100441_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1970.0266666666666,5794.7,0.0,9850.133333333333,2398.4210467687553,184502.0,591008.0,0.0,922510.0,247938.6165818064,199806.0,184227.39,0.07796867649119646
declaration 100441_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2196.7055555555553,5794.7,0.0,13180.233333333332,2215.9058477458093,285554.0,790814.0,0.0,1713324.0,332337.00711476593,0.0,70.39202,0.0008115383066348381
declaration 100457_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,585.23,1467.2666666666669,0.0,2926.15,651.1362233093438,77653.6,175569.0,0.0,388268.0,82415.15130908879,348274.0,306171.75,0.1208882948483091
declaration 100457_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1455.1194444444445,5804.566666666667,0.0,8730.716666666667,2208.942864444354,152018.5,523843.0,0.0,912111.0,196506.07075685984,0.0,0.0,0.0
declaration 100473_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,859.7766666666666,2614.35,0.0,4298.883333333333,1108.2508103739174,76881.2,257933.0,0.0,384406.0,109340.5667065065,377239.0,278133.0,0.26271408841609695
declaration 100473_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1764.3666666666668,6287.316666666667,0.0,10586.2,2427.400728259666,169929.66666666666,635172.0,0.0,1019578.0,248016.91578653795,0.0,22.920109,0.0002642422531406405
declaration 100484_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1110.79,4099.966666666666,0.0,5553.95,1757.8364349866758,166872.0,333237.0,0.0,834360.0,156051.48344376608,198357.0,195374.39,0.015036572316580711
declaration 100484_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1476.6499999999999,4099.966666666666,0.0,8859.9,1809.727157151965,227659.0,531594.0,0.0,1365954.0,204088.23729455846,0.0,115.77628,0.0013347661751249168
declaration 100490_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284.92999999999995,1422.5333333333333,0.0,1424.6499999999999,635.9400478818737,34218.6,85479.0,0.0,171093.0,46792.784324081425,198415.0,170509.36,0.1406427972935514
declaration 100490_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,788.5944444444444,3306.9166666666665,0.0,4731.566666666667,1358.5297314321779,75831.16666666667,283894.0,0.0,454987.0,110187.50364431833,0.0,97.2372,0.0011210320372148233
declaration 100506_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1152.1599999999999,4436.333333333333,0.0,5760.799999999999,1868.8642961182481,142058.2,345648.0,0.0,710291.0,173547.3654559469,513208.0,240083.44,0.5321907735265233
