Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,Segment_Prediction_0,Segment_Prediction_1,C_S1_0.0,C_S1_1.0,C_S2_0.0,C_S2_1.0,C_S3_0.0,C_S3_1.0,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,Predicted_Distance_mean,Predicted_Distance_max,Predicted_Distance_min,Predicted_Distance_sum,Predicted_Distance_std,true_value,predicted_value,relative_error
declaration 100143_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,6,0,5,1,5,1,1011.625,2985.4333333333334,0.0,6069.75,1146.1312802326695,130686.5,364185.0,0.0,784119.0,138436.06344554876,33810.666666666664,179126.0,0.0,202864.0,71820.12174500032,0.0,2.3537593,0.2942199110984802
declaration 100154_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,6,0,5,1,5,1,1936.3666666666668,6358.216666666666,0.0,11618.2,2411.8322419779624,220404.66666666666,697092.0,0.0,1322428.0,267212.6602694316,75940.16666666667,381493.0,0.0,455641.0,152599.7257355552,0.0,2.3537593,0.2942199110984802
declaration 100160_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,6,0,5,1,5,1,811.1972222222222,3423.016666666667,0.0,4867.183333333333,1354.6417244839918,80294.66666666667,292031.0,0.0,481768.0,111181.77597190408,34323.666666666664,205381.0,0.0,205942.0,83800.93713238933,0.0,2.3537593,0.2942199110984802
declaration 100166_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,0,0,4,2,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,2,6,0,5,1,5,1,2486.9249999999997,6663.5,0.0,14921.55,2882.2024712737766,312105.6666666667,895293.0,0.0,1872634.0,392508.4038359773,101456.83333333333,399810.0,0.0,608741.0,168368.20642914347,0.0,2.3537593,0.2942199110984802
declaration 100197_6,1,0,1,1,0,0,0,1,0,0,2,0,0,6,0,6,1,0,2,1,1,1,0,3,0,0,0,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,6,0,6,0,6,0,78547.17777777778,422439.01666666666,0.0,471283.06666666665,169142.23086131213,15012649.666666666,28276984.0,0.0,90075898.0,14559619.535478866,0.0,0.0,0.0,0.0,0.0,1472104.0,666472.94,0.5472650454723308
declaration 100207_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,6,0,5,1,5,1,968.7027777777779,3402.55,0.0,5812.216666666667,1338.2654574492506,120748.5,348733.0,0.0,724491.0,129131.92827298754,34114.833333333336,204153.0,0.0,204689.0,83301.62493593188,0.0,2.3537593,0.2942199110984802
declaration 100233_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,6,0,5,1,5,1,5779.969444444444,16052.433333333332,0.0,34679.816666666666,6225.07179400292,866632.5,2080789.0,0.0,5199795.0,925998.7211467952,194556.16666666666,963146.0,0.0,1167337.0,385287.3135385678,0.0,2.3537593,0.2942199110984802
declaration 100239_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,6,0,5,1,5,1,1696.9944444444445,5763.316666666667,0.0,10181.966666666667,2372.80151070105,167838.0,610918.0,0.0,1007028.0,237937.21269528227,90850.5,345799.0,0.0,545103.0,148172.97507676628,0.0,2.3537593,0.2942199110984802
declaration 100245_6,1,0,0,0,1,0,1,0,0,1,2,0,0,6,0,6,2,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,6,0,6,0,6,0,2328.713888888889,12322.0,0.0,13972.283333333333,4914.603861049871,183666.5,838337.0,0.0,1101999.0,323803.07684810535,0.0,0.0,0.0,0.0,0.0,1241012.0,758141.6,0.3890940417981454
declaration 100258_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,2,6,0,5,1,5,1,32644.108333333334,181071.75,0.0,195864.65,72799.53009555668,9413993.0,11751879.0,0.0,56483958.0,4626080.762987218,65438.5,208448.0,0.0,392631.0,101666.87021788365,0.0,2.3562393,0.29452991485595703
declaration 100289_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,5,1,5,1,535.7694444444445,2957.0333333333333,0.0,3214.616666666667,1188.838949022517,39357.0,192877.0,0.0,236142.0,75548.31781581904,29570.833333333332,177422.0,0.0,177425.0,72431.98325164558,0.0,2.3537593,0.2942199110984802
declaration 100295_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,6,0,5,1,5,1,3152.077777777778,7696.5,0.0,18912.466666666667,3162.6528922315742,445168.0,1134748.0,0.0,2671008.0,466929.1674380601,86618.0,366797.0,0.0,519708.0,150270.25360063784,0.0,2.3537593,0.2942199110984802
declaration 100311_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,5,1,5,1,1407.8527777777779,6205.2,0.0,8447.116666666667,2413.9656067331907,139769.66666666666,506827.0,0.0,838618.0,189623.95476908152,62052.333333333336,372312.0,0.0,372314.0,151995.57422197092,0.0,2.3537593,0.2942199110984802
declaration 100317_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,5,1,5,1,1407.5527777777777,6205.233333333334,0.0,8445.316666666666,2414.0284970106773,139702.5,506719.0,0.0,838215.0,189589.582374929,62052.833333333336,372314.0,0.0,372317.0,151996.30907152538,0.0,2.3537593,0.2942199110984802
declaration 100348_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,6,0,5,1,5,1,2910.3305555555557,8703.35,0.0,17461.983333333334,3756.49107240338,373729.5,1047719.0,0.0,2242377.0,443234.21137306176,87355.5,378043.0,0.0,524133.0,153930.4373199141,0.0,2.3537593,0.2942199110984802
declaration 100359_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,4,2,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,5,1,5,1,3431.4805555555554,10112.016666666666,0.0,20588.88333333333,3979.4173521232515,516209.3333333333,1235333.0,0.0,3097256.0,522926.28364222305,131448.66666666666,606721.0,0.0,788692.0,243947.25039292136,0.0,2.3537593,0.2942199110984802
declaration 100365_6,1,1,0,0,1,0,1,0,0,0,2,0,0,6,0,6,2,1,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,10482.594444444445,54262.6,0.0,62895.566666666666,21634.15925444621,3023106.5,3773734.0,0.0,18138639.0,1492902.4027274856,0.0,0.0,0.0,0.0,0.0,1310387.0,739686.2,0.4355208136985486
declaration 100374_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,6,0,5,1,5,1,3425.383333333333,9593.916666666666,0.0,20552.3,3824.6290745930146,475918.1666666667,1233138.0,0.0,2855509.0,520363.470253021,75471.94444444445,376676.0,0.0,452831.6666666667,150670.77231639362,0.0,2.3537593,0.2942199110984802
declaration 100380_6,1,0,0,1,1,0,1,0,0,0,2,0,0,6,0,6,2,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,5,1,6,0,22.74444444444444,59.68333333333333,0.0,136.46666666666664,27.5311513797788,3268.8333333333335,8188.0,0.0,19613.0,3295.927390988258,4766.833333333333,25390.0,0.0,28601.0,10184.561068925193,181362.0,368285.5,1.0306651889590983
declaration 100388_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,6,0,5,1,5,1,2912.6166666666663,9926.133333333331,0.0,17475.699999999997,4072.6503823950093,411779.3333333333,1048542.0,0.0,2470676.0,449496.26733830245,62397.22222222222,348413.0,0.0,374383.3333333333,140503.09372832198,0.0,2.3537593,0.2942199110984802
declaration 100399_6,2,0,0,0,0,0,1,0,0,1,2,0,0,6,0,6,2,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,0,6,0,6,0,1142.8500000000001,5238.65,0.0,6857.1,2045.93479783692,249195.0,411426.0,0.0,1495170.0,196415.9535536765,0.0,0.0,0.0,0.0,0.0,540847.0,661296.1,0.22270461886633372
declaration 100422_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,0,5,1,5,1,3401.5750000000003,6048.95,0.0,20409.45,2903.383606238112,519606.0,1224567.0,0.0,3117636.0,493747.4336423431,88101.33333333333,362937.0,0.0,528608.0,150066.0365301445,0.0,2.3537593,0.2942199110984802
declaration 100433_6,1,0,0,0,1,1,1,0,0,0,2,0,0,6,0,6,2,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,1946.3000000000002,11533.95,0.0,11677.800000000001,4697.025431435895,464929.6666666667,700668.0,0.0,2789578.0,359685.159373954,0.0,0.0,0.0,0.0,0.0,58075.0,236410.7,3.070782662505381
declaration 100441_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,6,0,5,1,5,1,2196.7055555555553,5794.7,0.0,13180.233333333332,2215.9058477458093,285554.0,790814.0,0.0,1713324.0,332337.00711476593,91248.0,347682.0,0.0,547488.0,148894.61087359744,0.0,2.3537593,0.2942199110984802
declaration 100457_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,6,0,5,1,5,1,1455.1194444444445,5804.566666666667,0.0,8730.716666666667,2208.942864444354,152018.5,523843.0,0.0,912111.0,196506.07075685984,62246.166666666664,348274.0,0.0,373477.0,140486.6247703555,0.0,2.3537593,0.2942199110984802
declaration 100473_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,6,0,5,1,5,1,1764.3666666666668,6287.316666666667,0.0,10586.2,2427.400728259666,169929.66666666666,635172.0,0.0,1019578.0,248016.91578653795,89016.66666666667,377239.0,0.0,534100.0,154512.67571000985,0.0,2.3537593,0.2942199110984802
declaration 100484_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,0,5,1,5,1,1476.6499999999999,4099.966666666666,0.0,8859.9,1809.727157151965,227659.0,531594.0,0.0,1365954.0,204088.23729455846,45611.75,198357.0,0.0,273670.5,80666.01800371084,0.0,2.3537593,0.2942199110984802
declaration 100490_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,6,0,5,1,5,1,788.5944444444444,3306.9166666666665,0.0,4731.566666666667,1358.5297314321779,75831.16666666667,283894.0,0.0,454987.0,110187.50364431833,33069.666666666664,198415.0,0.0,198418.0,81002.33961230173,0.0,2.3537593,0.2942199110984802
declaration 100506_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,0,5,1,5,1,2385.711111111111,8553.466666666667,0.0,14314.266666666666,3453.1164284143656,261524.5,858856.0,0.0,1569147.0,331252.36823228904,90574.83333333333,513208.0,0.0,543449.0,207400.17682964174,0.0,2.3537593,0.2942199110984802
declaration 100526_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,5,1,5,1,2674.661111111111,8248.616666666667,0.0,16047.966666666667,3201.9631009336663,320973.3333333333,962878.0,0.0,1925840.0,407592.094428568,112292.66666666667,401864.0,0.0,673756.0,178752.38529168404,0.0,2.3537593,0.2942199110984802
declaration 100532_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,6,0,5,1,5,1,3393.952777777778,9717.9,0.0,20363.716666666667,3768.8577815421395,581808.8333333334,1221823.0,0.0,3490853.0,538219.1375644001,45221.166666666664,206678.0,0.0,271327.0,83217.26431075866,0.0,2.3537593,0.2942199110984802
declaration 100547_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,6,0,5,1,5,1,3354.866666666667,11163.3,0.0,20129.2,4374.735137595316,475291.1666666667,1207752.0,0.0,2851747.0,512525.90727080975,145944.5,669798.0,0.0,875667.0,269522.77213011147,0.0,2.3537593,0.2942199110984802
declaration 100553_6,2,0,0,0,0,0,1,0,0,1,2,0,0,6,0,6,2,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,6,0,6,0,6,0,2510.811111111111,11257.4,0.0,15064.866666666667,4335.266666944321,680083.1666666666,903892.0,0.0,4080499.0,345134.0280148665,0.0,0.0,0.0,0.0,0.0,460421.0,789731.94,0.7152387434543602
declaration 100563_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,6,0,5,1,5,1,2490.0166666666664,6279.15,0.0,14940.099999999999,2472.3724336263654,317524.0,896406.0,0.0,1905144.0,369285.1237669885,106354.66666666667,376749.0,0.0,638128.0,168754.79247199668,0.0,2.3537593,0.2942199110984802
declaration 100604_6,1,1,0,1,0,0,0,0,0,0,1,1,1,4,2,6,1,1,1,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,6,0,5,1,5,1,749.3083333333334,3212.7166666666667,0.0,4495.85,1270.5173287003124,79416.83333333333,269751.0,0.0,476501.0,99256.85452887707,33798.5,192763.0,0.0,202791.0,77979.61700277835,0.0,2.3537593,0.2942199110984802
