Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Activity_other,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,Segment_Prediction_0,Segment_Prediction_1,C_S1_0.0,C_S1_1.0,C_S2_0.0,C_S2_1.0,C_S3_0.0,C_S3_1.0,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,Predicted_Distance_mean,Predicted_Distance_max,Predicted_Distance_min,Predicted_Distance_sum,Predicted_Distance_std,true_value,predicted_value,relative_error
declaration 100053_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,9.305555555555555,27.8,0.0,27.916666666666668,16.016764943622647,560.6666666666666,1675.0,0.0,1682.0,965.0473218103522,0.0,0.0,0.0,0.0,0.0,7181384.0,939545.5,0.86916929939967
declaration 100059_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,1,3,0,1334.4222222222222,4003.2166666666662,0.0,4003.2666666666664,2311.2437865028746,80066.33333333333,240196.0,0.0,240199.0,138676.35924097997,80362.66666666667,240193.0,0.0,241088.0,138417.852339694,289633.0,322537.34,0.11360702596043959
declaration 100064_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,1,3,0,1333.861111111111,4001.55,0.0,4001.5833333333335,2310.286347231378,80032.33333333333,240095.0,0.0,240097.0,138618.33553442106,80340.33333333333,240093.0,0.0,241021.0,138350.64573876528,289666.0,322537.34,0.11348015904524521
declaration 100069_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,3,0,1328.538888888889,3985.15,0.0,3985.616666666667,2300.6927220304115,79721.66666666667,239137.0,0.0,239165.0,138057.72912927886,80321.0,239109.0,0.0,240963.0,137517.5662851841,290593.0,322537.34,0.10992812541940102
declaration 100074_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,3,0,1327.5944444444447,3982.766666666667,0.0,3982.7833333333338,2299.4465958823257,79656.0,238967.0,0.0,238968.0,137967.37310320872,80304.0,238966.0,0.0,240912.0,137408.7675950847,290686.0,322537.34,0.10957302295260178
declaration 100079_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,3,0,1375.4666666666665,4113.95,0.0,4126.4,2371.6043042281176,82777.0,247584.0,0.0,248331.0,142727.537423582,0.0,0.0,0.0,0.0,0.0,627067.0,677857.1,0.08099632894092657
declaration 100085_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,3,0,1306.8555555555556,3917.483333333333,0.0,3920.5666666666666,2260.8705010050476,78473.0,235234.0,0.0,235419.0,135759.03983529052,108794.0,235049.0,0.0,326382.0,118493.34576675603,292714.0,332746.9,0.13676457651496
declaration 100090_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,1,3,0,1286.3999999999999,3859.0666666666666,0.0,3859.2,2227.994689800175,77186.66666666667,231552.0,0.0,231560.0,133684.30019016194,78230.33333333333,231544.0,0.0,234691.0,132782.8535328765,288051.0,333601.44,0.1581332385584497
declaration 100095_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,2,1,3,0,1069.711111111111,3209.0333333333333,0.0,3209.133333333333,1852.7073919997108,64184.666666666664,192548.0,0.0,192554.0,111165.90762159653,84099.33333333333,192542.0,0.0,252298.0,98552.28992435099,264177.0,337506.88,0.2775785742135008
declaration 100100_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,1,3,0,783.5333333333333,2350.133333333333,0.0,2350.6,1356.715417633501,47021.333333333336,141036.0,0.0,141064.0,81419.09086530832,74724.66666666667,141008.0,0.0,224174.0,70881.98711473412,285908.0,372646.62,0.30337949620157534
declaration 100105_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,3,0,3,0,4118.877777777779,11588.366666666669,0.0,12356.633333333335,6480.162545315026,478900.0,741398.0,0.0,1436700.0,415379.48649879184,0.0,0.0,0.0,0.0,0.0,633270.0,662155.0,0.04561245598244035
declaration 100111_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,2,1,3,0,464.84444444444443,1394.4666666666667,0.0,1394.5333333333333,805.0764610570527,27892.0,83672.0,0.0,83676.0,48306.89706449794,235608.0,623156.0,0.0,706824.0,338223.55444882903,893610.0,771282.9,0.13689095354796835
declaration 100116_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,468.2166666666667,1401.9333333333334,0.0,1404.65,808.6234941416047,28147.333333333332,84279.0,0.0,84442.0,48611.51760985593,0.0,0.0,0.0,0.0,0.0,285783.0,646691.56,1.2628762470125934
declaration 100122_3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,467.5833333333334,1398.0166666666669,0.0,1402.7500000000002,805.7823787750913,28149.666666666668,84165.0,0.0,84449.0,48510.90949810499,0.0,0.0,0.0,0.0,0.0,285720.0,953160.25,2.3359941551168975
declaration 100131_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,466.05,1395.9333333333334,0.0,1398.15,805.3033519184626,28007.333333333332,83889.0,0.0,84022.0,48394.98862830049,0.0,0.0,0.0,0.0,0.0,285651.0,646691.56,1.2639219274569318
declaration 100137_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3,0,3,0,3,0,475.8944444444444,1421.5833333333333,0.0,1427.6833333333332,818.9962810818654,28675.666666666668,85661.0,0.0,86027.0,49351.08560440523,0.0,0.0,0.0,0.0,0.0,888129.0,696003.0,0.2163266822725077
declaration 100143_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,0,3,0,408.03888888888883,1222.3333333333333,0.0,1224.1166666666666,705.2002387685778,24518.0,73447.0,0.0,73554.0,42373.79075560741,0.0,0.0,0.0,0.0,0.0,290738.0,670879.2,1.3075043080023938
declaration 100149_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,3,0,385.1666666666667,1155.4333333333334,0.0,1155.5,667.0705018545225,23111.333333333332,69330.0,0.0,69334.0,40026.539512345225,24543.666666666668,69326.0,0.0,73631.0,38842.32601600132,292502.0,263353.4,0.09965263058030373
declaration 100154_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,3,0,378.5833333333333,1133.4,0.0,1135.75,653.6914645559734,22762.0,68145.0,0.0,68286.0,39302.89413007648,0.0,0.0,0.0,0.0,0.0,628947.0,647198.0,0.0290183433580254
declaration 100160_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,3,0,3,0,94.39444444444445,283.06666666666666,0.0,283.18333333333334,163.39494784564633,5666.0,16991.0,0.0,16998.0,9807.738322365662,0.0,0.0,0.0,0.0,0.0,275040.0,668567.94,1.4308025650814427
declaration 100166_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,3,0,3,0,24.544444444444448,73.48333333333333,0.0,73.63333333333334,42.382387370926374,1475.6666666666667,4418.0,0.0,4427.0,2548.139386559011,0.0,0.0,0.0,0.0,0.0,890875.0,642617.56,0.27866697067489826
declaration 100172_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,1,3,0,88.80555555555556,266.3666666666667,0.0,266.4166666666667,153.7724349786374,5329.333333333333,15985.0,0.0,15988.0,9228.078149502926,9681.666666666666,15982.0,0.0,29045.0,8510.648761013072,274352.0,254827.12,0.07116724135417274
declaration 100177_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,1,2,1,3,0,52.52222222222222,148.03333333333333,0.0,157.56666666666666,82.85228041744156,6112.0,9454.0,0.0,18336.0,5300.868230771257,4361.333333333333,12512.0,0.0,13084.0,7064.476012651846,280715.0,260950.61,0.0704073192561851
declaration 100182_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,1,2,1,3,0,7.922222222222222,22.9,0.0,23.766666666666666,12.978372322758664,492.6666666666667,1426.0,0.0,1478.0,808.7084353049208,570.0,1374.0,0.0,1710.0,716.2653139724134,288235.0,252080.86,0.12543286077332733
declaration 100187_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,1,2,1,3,0,46.888888888888886,137.03333333333333,0.0,140.66666666666666,78.08851340578796,2886.0,8440.0,0.0,8658.0,4811.139989649023,6910.333333333333,12509.0,0.0,20731.0,6356.8169969988385,280699.0,262945.72,0.06324668506122216
declaration 100192_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,1,2,1,3,0,3.611111111111111,9.25,0.0,10.833333333333334,4.947174651964194,248.33333333333334,650.0,0.0,745.0,351.08166191547707,594.6666666666666,1229.0,0.0,1784.0,615.4594489755871,288405.0,254386.2,0.11795494833654063
declaration 100197_3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,3,0,3,0,3,0,16227.349999999999,38896.2,0.0,48682.049999999996,20232.357383594725,1751565.0,2920923.0,0.0,5254695.0,1545047.4219644521,0.0,0.0,0.0,0.0,0.0,26828165.0,11083260.0,0.5868796840931909
declaration 100207_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,483.99444444444435,1451.7333333333331,0.0,1451.9833333333331,838.0864713297344,29044.666666666668,87119.0,0.0,87134.0,50293.848533725606,0.0,0.0,0.0,0.0,0.0,261614.0,661130.7,1.5271227361685538
declaration 100213_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,3,0,1002.2444444444444,3002.883333333333,0.0,3006.733333333333,1732.6051709567087,60211.666666666664,180404.0,0.0,180635.0,104089.6780873749,123874.33333333333,191450.0,0.0,371623.0,107426.39585471223,450863.0,340149.4,0.24555928020263362
declaration 100218_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,1,3,0,415.9111111111111,1247.65,0.0,1247.7333333333333,720.3070082983393,24956.333333333332,74864.0,0.0,74869.0,43221.30724924147,25502.666666666668,74859.0,0.0,76508.0,42751.789790993935,201522.0,246104.56,0.22122925784777842
declaration 100223_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,3,0,1435.111111111111,4304.066666666667,0.0,4305.333333333333,2484.588474159438,86132.0,258320.0,0.0,258396.0,149119.1870685996,251766.66666666666,497056.0,0.0,755300.0,248591.29845860117,962049.0,676257.06,0.2970658848977547
declaration 100228_3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,3,0,5.1499999999999995,14.85,0.0,15.45,8.40580156796483,321.0,927.0,0.0,963.0,525.119986288848,4065.3333333333335,11305.0,0.0,12196.0,6285.54296249205,266516.0,255122.69,0.04274907510243287
declaration 100233_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,3,0,1825.5888888888887,5470.933333333333,0.0,5476.766666666666,3156.9622417643714,109652.0,328606.0,0.0,328956.0,189619.80701392985,0.0,0.0,0.0,0.0,0.0,1752183.0,680911.75,0.6113923317370389
declaration 100239_3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,3,0,362.0777777777778,1086.2,0.0,1086.2333333333333,627.1082401107602,21725.333333333332,65174.0,0.0,65176.0,37627.649107183584,0.0,0.0,0.0,0.0,0.0,545744.0,678328.25,0.24294220367058547
declaration 100245_3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,3,0,361.1111111111111,1072.8166666666666,0.0,1083.3333333333333,616.3775210258125,21877.0,65000.0,0.0,65631.0,37346.94615360137,0.0,0.0,0.0,0.0,0.0,2014349.0,1121204.5,0.4433911402641747
