Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 100116_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,572.6,1458.3333333333333,0.0,2863.0,783.0719575456935,85600.2,171780.0,0.0,428001.0,85852.19631844021,198282.0,193715.39,0.023030882152691622
declaration 100131_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,570.8566666666667,1456.1166666666666,0.0,2854.2833333333333,780.9487599317185,85307.0,171257.0,0.0,426535.0,85598.68332807462,198283.0,193715.39,0.0230358092978218
declaration 100137_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2554.72,9746.766666666666,0.0,12773.599999999999,4090.987233191872,304582.0,766416.0,0.0,1522910.0,380922.0558073528,207374.0,211330.94,0.01908116494835418
declaration 100143_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,616.8633333333333,1464.5666666666666,0.0,3084.3166666666666,687.928294511055,83986.8,185059.0,0.0,419934.0,87173.4749060745,179126.0,204657.98,0.1425364512968525
declaration 100149_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,306.8125,1155.4333333333334,0.0,1227.25,566.7564480142602,35742.25,73635.0,0.0,142969.0,41306.691954815265,288197.0,236791.45,0.17836947253094237
declaration 100154_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1051.9966666666667,2888.4333333333334,0.0,5259.983333333334,1185.4708885314542,125067.2,315599.0,0.0,625336.0,145203.35096753106,381493.0,295205.16,0.22618460561530618
declaration 100160_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,288.83333333333337,1151.6333333333334,0.0,1444.1666666666667,497.3303821684111,37947.4,86650.0,0.0,189737.0,44744.29214212691,205381.0,173836.06,0.15359228701778646
declaration 100166_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2287.8733333333334,6663.5,0.0,11439.366666666667,3175.956881280034,195468.2,686362.0,0.0,977341.0,300909.1542711853,208931.0,239747.08,0.14749404408632516
declaration 100172_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,121.03333333333333,266.3666666666667,0.0,484.1333333333333,141.13289180112534,11259.0,29048.0,0.0,45036.0,14050.459233301475,261289.0,231949.64,0.11228700548052156
declaration 100177_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,91.525,208.53333333333333,0.0,366.1,103.25308846604918,10075.5,21966.0,0.0,40302.0,9031.618441158078,268203.0,233092.27,0.1309110426617152
declaration 100182_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7.341666666666667,22.9,0.0,29.366666666666667,10.66021940570539,810.0,1762.0,0.0,3240.0,915.8646188165585,287899.0,234982.33,0.18380290266725482
declaration 100187_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,87.2875,208.48333333333332,0.0,349.15,102.92425241949105,7401.75,20949.0,0.0,29607.0,9848.825864876822,268190.0,233921.16,0.12777823091837875
declaration 100192_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7.8291666666666675,20.483333333333334,0.0,31.31666666666667,9.353305763402783,656.0,1879.0,0.0,2624.0,864.2572919372255,287176.0,235588.8,0.17963619217831572
declaration 100207_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,481.9333333333333,1451.7333333333331,0.0,2409.6666666666665,679.4183931250806,75151.6,144580.0,0.0,375758.0,72461.98280684845,204153.0,185490.02,0.09141665503323487
declaration 100213_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1549.3916666666667,3190.8333333333335,0.0,6197.566666666667,1788.5079768974826,138122.25,371854.0,0.0,552489.0,177491.81212359254,259413.0,241406.98,0.06941061405943419
declaration 100218_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,318.8041666666667,1247.65,0.0,1275.2166666666667,619.3656637559228,37845.5,76513.0,0.0,151382.0,43702.5178870356,199873.0,172011.14,0.13939781448719937
declaration 100223_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3147.3999999999996,8284.266666666666,0.0,12589.599999999999,3980.3500114102194,253443.0,755376.0,0.0,1013772.0,356084.59320597776,464993.0,290946.5,0.3742991829984537
declaration 100228_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.966666666666654,188.41666666666663,0.0,203.86666666666662,91.89000368798433,3298.75,12232.0,0.0,13195.0,5970.914021320354,255211.0,238383.27,0.06593655592823193
declaration 100233_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6255.326666666666,16052.433333333332,0.0,31276.63333333333,6837.007012225614,623801.2,1876598.0,0.0,3119006.0,793466.5950808516,204191.0,196863.78,0.0358841415635361
declaration 100239_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,883.7299999999999,3321.733333333333,0.0,4418.65,1441.2636250873745,79222.0,265119.0,0.0,396110.0,108957.24189561701,345799.0,318122.6,0.08003610840401505
declaration 100258_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,38478.10333333333,181071.75,0.0,192390.51666666666,79808.82310382192,8946415.8,11543431.0,0.0,44732079.0,5011094.26646533,208448.0,206773.9,0.008031229611221984
declaration 100264_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,930.9375,2749.85,0.0,3723.75,1296.591412438855,70465.75,223425.0,0.0,281863.0,105627.60892990998,380246.0,328324.9,0.1365460616285247
declaration 100269_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,815.0916666666667,1782.0333333333333,0.0,3260.366666666667,932.8327271055938,71563.25,195622.0,0.0,286253.0,92473.76320295756,352803.0,361032.66,0.02332649169649918
declaration 100274_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1173.5874999999999,2840.133333333333,0.0,4694.349999999999,1407.6013443795348,113434.75,281661.0,0.0,453739.0,138067.62976255512,266476.0,308743.2,0.15861536310962338
declaration 100279_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,742.4749999999999,1656.75,0.0,2969.8999999999996,867.804734660972,69455.25,178194.0,0.0,277821.0,86333.50296524519,369577.0,322839.4,0.12646239822824473
declaration 100284_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,340.59166666666664,1303.3666666666666,0.0,1362.3666666666666,642.075809747543,40510.0,81742.0,0.0,162040.0,46185.04436142361,111584.0,161076.1,0.4435411326892745
declaration 100289_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.516666666666666,205.56666666666663,0.0,257.5833333333333,88.97703355360865,8653.0,15455.0,0.0,43265.0,7994.891243788124,177422.0,178485.14,0.005992157821465207
declaration 100295_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2559.8366666666666,7696.5,0.0,12799.183333333332,3142.028825973753,307252.0,767951.0,0.0,1536260.0,360378.11578327004,366797.0,282028.8,0.23110381900615326
declaration 100301_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4941.445833333333,17283.716666666667,0.0,19765.783333333333,8310.821682628008,333738.0,1185947.0,0.0,1334952.0,572457.9869795395,205853.0,257022.02,0.24857065782378687
declaration 100306_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3199.9249999999997,12478.216666666667,0.0,12799.699999999999,6187.380837408477,379174.25,767982.0,0.0,1516697.0,437897.09012078395,357282.0,288956.6,0.19123663170828645
declaration 100311_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,448.3833333333334,1196.0,0.0,2241.916666666667,616.1779993998848,66358.2,134515.0,0.0,331791.0,67284.68987592943,372312.0,316053.6,0.1511055411858871
declaration 100317_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,448.0166666666666,1195.3333333333333,0.0,2240.083333333333,615.7072084422739,66299.2,134405.0,0.0,331496.0,67230.41573350562,372314.0,316053.6,0.15111010128547409
declaration 100323_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1807.5541666666666,7178.816666666667,0.0,7230.216666666666,3580.9116899702703,109263.75,433813.0,0.0,437055.0,216370.81344515175,287360.0,218515.58,0.23957552155832407
declaration 100328_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6824.204166666666,12929.5,0.0,27296.816666666666,5471.077607652658,869529.25,1637809.0,0.0,3478117.0,742152.313194704,292809.0,261103.66,0.10827994955756141
declaration 100333_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,798.375,2899.4666666666667,0.0,3193.5,1407.3987345651394,52350.0,191610.0,0.0,209400.0,93208.66227270225,270043.0,246650.47,0.08662520876304884
declaration 100338_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,378.87916666666666,1376.4333333333334,0.0,1515.5166666666667,668.2544516174071,24820.25,90931.0,0.0,99281.0,44248.94187341283,365614.0,321296.1,0.12121501433205512
