Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 100365_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,12355.646666666666,54262.6,0.0,61778.23333333333,23637.546903277394,2872981.0,3706694.0,0.0,14364905.0,1617688.00668114,1377427.0,675354.44,0.5096985629728472
declaration 100365_6,1,1,0,0,1,0,1,0,0,0,2,0,6,0,6,2,1,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10482.594444444445,54262.6,0.0,62895.566666666666,21634.15925444621,3023106.5,3773734.0,0.0,18138639.0,1492902.4027274856,1310387.0,669682.3,0.48894310421272497
declaration 100380_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.705555555555555,21.566666666666663,0.0,23.116666666666664,12.029065879191362,493.3333333333333,1387.0,0.0,1480.0,775.3336916020955,188163.0,1138622.2,5.051254763157475
declaration 100380_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,59.68333333333333,0.0,82.8,27.782871755147323,1612.0,4968.0,0.0,6448.0,2325.171391532246,184582.0,646375.3,2.501832857483395
declaration 100380_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.589999999999996,59.68333333333333,0.0,82.94999999999999,25.756095826468385,2285.0,4977.0,0.0,11425.0,2513.8539138144047,184573.0,660717.8,2.579709992794179
declaration 100380_6,1,0,0,1,1,0,1,0,0,0,2,0,6,0,6,2,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74444444444444,59.68333333333333,0.0,136.46666666666664,27.5311513797788,3268.8333333333335,8188.0,0.0,19613.0,3295.927390988258,181362.0,554662.06,2.058314655219947
declaration 100399_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1371.4033333333332,5238.65,0.0,6857.016666666666,2200.121996598522,216748.8,411421.0,0.0,1083744.0,200819.2329053669,540852.0,767272.56,0.4186368220881128
declaration 100433_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851.1888888888893,11533.95,0.0,11553.566666666668,6653.473522995617,231463.66666666666,693214.0,0.0,694391.0,399887.9519094484,65529.0,185237.48,1.8268016355354117
declaration 100433_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903.5375000000004,11533.95,0.0,11614.150000000001,5753.663693704615,347810.0,696849.0,0.0,1391240.0,400939.88723415055,61894.0,188045.81,2.038191302872653
declaration 100433_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.5666666666666,11533.95,0.0,11627.833333333334,5147.692283549116,417782.0,697670.0,0.0,2088910.0,380847.7370308244,61073.0,185700.64,2.0406340056162295
declaration 100433_6,1,0,0,0,1,1,1,0,0,0,2,0,6,0,6,2,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946.3000000000002,11533.95,0.0,11677.800000000001,4697.025431435895,464929.6666666667,700668.0,0.0,2789578.0,359685.159373954,58075.0,176623.05,2.041292240637107
declaration 100512_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2822.588888888889,8467.716666666667,0.0,8467.766666666666,4888.8240632286725,169356.33333333334,508066.0,0.0,508069.0,293331.17584452784,0.0,209134.64,26141.830078125
declaration 100543_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1786.6166666666668,5357.75,0.0,5359.85,3092.6923652108258,107239.0,321591.0,0.0,321717.0,185634.2880423765,0.0,221162.05,27645.255859375
declaration 100553_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3012.9666666666662,11257.4,0.0,15064.833333333332,4647.791930270043,635321.4,903890.0,0.0,3176607.0,365882.1578784623,460423.0,797764.0,0.732676256399007
declaration 100708_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,786.9366666666667,2908.4166666666665,0.0,3934.6833333333334,1263.2236495591567,106360.6,236081.0,0.0,531803.0,120542.13161919777,982105.0,914243.8,0.06909769067462236
declaration 100764_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.34444444444444,136.85,0.0,139.03333333333333,78.38771221260336,2824.3333333333335,8342.0,0.0,8473.0,4778.88839933863,0.0,142988.0,17873.5
declaration 100816_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,273.22222222222223,816.0166666666667,0.0,819.6666666666666,470.0773205705789,16466.333333333332,49180.0,0.0,49399.0,28331.077994551022,463824.0,885656.0,0.9094656593880437
declaration 100816_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,590.675,1543.0333333333333,0.0,2362.7,741.9030862261269,47790.25,141762.0,0.0,191161.0,66782.1159312132,371242.0,690034.7,0.8587193461407923
declaration 100816_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,472.5666666666666,1543.0333333333333,0.0,2362.833333333333,694.6675708767308,66586.2,141770.0,0.0,332931.0,71493.54473097554,371234.0,673590.0,0.8144620374211414
declaration 100816_6,1,0,0,1,1,0,1,0,0,0,2,0,6,0,6,2,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,452.87777777777774,1543.0333333333333,0.0,2717.2666666666664,623.1984766479266,82661.16666666667,163036.0,0.0,495967.0,75096.53034972167,349968.0,542763.3,0.550894117462168
declaration 100919_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,6769.460000000001,21973.883333333335,0.0,33847.3,9082.641446994738,771466.8,2030838.0,0.0,3857334.0,959807.7978182402,329704.0,646943.75,0.9621956360857011
declaration 100928_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.4777777777778,2553.9333333333334,0.0,2557.4333333333334,1473.5047737106752,51218.666666666664,153446.0,0.0,153656.0,88531.5298937804,624204.0,946771.56,0.5167662535004581
declaration 100928_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114.1208333333334,5899.05,0.0,8456.483333333334,2795.4338382366223,165261.25,507389.0,0.0,661045.0,239265.67752935927,270261.0,679444.5,1.5140308812592271
declaration 100928_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.3033333333333,5899.05,0.0,8456.516666666666,2598.9826758753125,233687.2,507391.0,0.0,1168436.0,257578.3405096399,270259.0,661175.5,1.4464513670220047
declaration 100928_6,1,0,0,1,1,0,1,0,0,0,2,0,6,0,6,2,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.2055555555555,5899.05,0.0,8473.233333333334,2423.043989894315,279471.6666666667,508394.0,0.0,1676830.0,256231.50767902582,269256.0,481369.06,0.7877746921145675
declaration 100941_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.0722222222222,2547.5666666666666,0.0,2550.2166666666667,1470.0739087933011,51057.333333333336,153013.0,0.0,153172.0,88296.23318315076,624336.0,938344.25,0.5029475314574203
declaration 100941_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114.4708333333333,5907.666666666667,0.0,8457.883333333333,2799.207076297745,165161.25,507473.0,0.0,660645.0,239324.6715048757,269876.0,676457.2,1.5065481461856556
declaration 100941_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.5866666666668,5907.666666666667,0.0,8457.933333333334,2602.080952638356,233624.2,507476.0,0.0,1168121.0,257668.58831976395,269873.0,662223.56,1.4538340719523628
declaration 100941_6,1,0,0,1,1,0,1,0,0,0,2,0,6,0,6,2,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.238888888889,5907.666666666667,0.0,8467.433333333334,2426.567428755339,279361.1666666667,508046.0,0.0,1676167.0,256253.19870114143,269303.0,486767.94,0.8075102672454447
declaration 100971_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,299.77,946.4,0.0,1498.85,432.20051872815804,47310.2,89931.0,0.0,236551.0,45220.17185062436,1209618.0,741757.7,0.3867835238066894
declaration 101070_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.1055555555554,7061.5,0.0,7071.316666666667,4074.128054986235,141622.66666666666,424279.0,0.0,424868.0,244787.74236128194,1049163.0,1009392.4,0.0379070030109716
declaration 101070_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101.8541666666665,7061.5,0.0,8407.416666666666,3365.455792568981,232328.25,504445.0,0.0,929313.0,269921.0451192163,968997.0,676394.8,0.30196397666865843
declaration 101070_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.0333333333333,7061.5,0.0,8450.166666666666,3056.583307001281,287264.6,507010.0,0.0,1436323.0,264070.14353254705,966432.0,655662.6,0.32156362268633487
declaration 101070_6,1,1,0,0,1,0,1,0,0,0,2,0,6,0,6,2,1,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.9750000000001,7061.5,0.0,8603.85,2804.9164747863306,325425.6666666667,516231.0,0.0,1952554.0,254015.8156868715,957211.0,646101.4,0.32501676746297314
declaration 101084_5,1,0,0,0,0,0,1,0,0,1,2,0,5,0,5,1,0,3,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6950.323333333334,29085.65,0.0,34751.61666666667,12502.69596788473,1583864.4,2085097.0,0.0,7919322.0,896199.2683746734,976468.0,606580.44,0.37880151986547433
declaration 101132_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,375.76666666666665,1124.7,0.0,1127.3,648.5965952218169,22598.0,67638.0,0.0,67794.0,39005.86217480649,891783.0,1037128.0,0.16298247443604555
declaration 101132_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308.00416666666666,1124.7,0.0,1232.0166666666667,546.6431387848526,35428.75,73921.0,0.0,141715.0,40900.09093205051,885500.0,682394.5,0.22936815358554488
declaration 101132_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246.42333333333332,1124.7,0.0,1232.1166666666666,493.0264050287323,43128.4,73927.0,0.0,215642.0,39383.19602698593,885494.0,658431.2,0.2564250153021929
declaration 101132_6,1,0,0,1,1,0,1,0,0,0,2,0,6,0,6,2,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1425.9666666666665,7323.683333333333,0.0,8555.8,2922.737566069029,121498.33333333333,513348.0,0.0,728990.0,195171.48256716877,446073.0,530345.06,0.18891989091471575
declaration 101140_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.3555555555556,5694.45,0.0,5701.066666666667,3285.783838765507,114153.66666666667,342064.0,0.0,342461.0,197376.23826675117,1475380.0,1077039.5,0.26999179872304085
declaration 101140_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.6708333333333,5694.45,0.0,5746.683333333333,2838.590796484104,171815.5,344801.0,0.0,687262.0,198169.458751006,1472643.0,692029.9,0.5300762812168326
declaration 101140_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.41,5694.45,0.0,5747.05,2540.8251050101812,206417.0,344823.0,0.0,1032085.0,188254.2690020601,1472621.0,635676.6,0.5683365747194967
declaration 101140_6,1,1,0,0,1,0,1,0,0,0,2,0,6,0,6,2,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.0722222222223,5694.45,0.0,6876.433333333333,2272.597768185774,240778.5,412586.0,0.0,1444671.0,188244.55352413253,1404858.0,626793.5,0.5538385374180166
declaration 101155_3,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.9166666666667,5693.516666666666,0.0,5693.75,3287.086024674607,113879.66666666667,341625.0,0.0,341639.0,197233.24438423998,2685061.0,1088968.5,0.5944343536329342
declaration 101155_4,0,0,0,0,1,0,1,0,0,0,2,0,4,0,4,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753.8125,17321.5,0.0,23015.25,8165.477352803296,430638.5,1380915.0,0.0,1722554.0,653665.5126584237,1645771.0,707324.94,0.5702166720035776
declaration 101155_5,1,0,0,0,1,0,1,0,0,0,2,0,5,0,5,2,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6309.336666666667,17321.5,0.0,31546.683333333334,7179.784174897676,723071.0,1892801.0,0.0,3615355.0,864894.6682171766,1133885.0,704931.5,0.3783042372021854
declaration 101155_6,1,1,0,0,1,0,1,0,0,0,2,0,6,0,6,2,1,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5983.858333333334,17321.5,0.0,35903.15,6471.093996482014,961590.6666666666,2154189.0,0.0,5769544.0,969424.580877268,872497.0,709008.5,0.18738001391408796
