Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Resource_STAFF MEMBER,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 100059_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1334.4222222222222,4003.2166666666662,0.0,4003.2666666666664,2311.2437865028746,80066.33333333333,240196.0,0.0,240199.0,138676.35924097997,289633.0,415507.06,0.43459848325294426
declaration 100064_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1333.861111111111,4001.55,0.0,4001.5833333333335,2310.286347231378,80032.33333333333,240095.0,0.0,240097.0,138618.33553442106,289666.0,415507.06,0.43443504760655377
declaration 100069_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1328.538888888889,3985.15,0.0,3985.616666666667,2300.6927220304115,79721.66666666667,239137.0,0.0,239165.0,138057.72912927886,290593.0,413262.34,0.4221345447068581
declaration 100074_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1327.5944444444447,3982.766666666667,0.0,3982.7833333333338,2299.4465958823257,79656.0,238967.0,0.0,238968.0,137967.37310320872,290686.0,413262.34,0.4216795571510152
declaration 100079_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1407.55,4113.95,0.0,5630.2,1937.4696586871582,146535.75,337812.0,0.0,586143.0,172746.86518791015,536839.0,405145.0,0.2453137719129944
declaration 100085_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1306.8555555555556,3917.483333333333,0.0,3920.5666666666666,2260.8705010050476,78473.0,235234.0,0.0,235419.0,135759.03983529052,292714.0,419969.22,0.43474250889947186
declaration 100090_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1286.3999999999999,3859.0666666666666,0.0,3859.2,2227.994689800175,77186.66666666667,231552.0,0.0,231560.0,133684.30019016194,288051.0,430863.5,0.49578894015295905
declaration 100095_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1069.711111111111,3209.0333333333333,0.0,3209.133333333333,1852.7073919997108,64184.666666666664,192548.0,0.0,192554.0,111165.90762159653,264177.0,416484.5,0.5765358074321383
declaration 100100_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,783.5333333333333,2350.133333333333,0.0,2350.6,1356.715417633501,47021.333333333336,141036.0,0.0,141064.0,81419.09086530832,285908.0,424390.7,0.48436100948556876
declaration 100105_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3548.2125000000005,11588.366666666669,0.0,14192.850000000002,5412.729426655333,572067.75,851571.0,0.0,2288271.0,386972.4328203711,523097.0,393845.06,0.24708980839117792
declaration 100111_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,464.84444444444443,1394.4666666666667,0.0,1394.5333333333333,805.0764610570527,27892.0,83672.0,0.0,83676.0,48306.89706449794,893610.0,425540.7,0.5237959652421078
declaration 100116_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,715.7458333333334,1458.3333333333333,0.0,2862.9833333333336,825.2256602012746,64055.25,171779.0,0.0,256221.0,82054.25246089727,198283.0,412168.53,1.0786881943989146
declaration 100131_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,713.5666666666666,1456.1166666666666,0.0,2854.2666666666664,823.043332305081,63819.5,171256.0,0.0,255278.0,81801.1516320726,198284.0,412168.53,1.07867771101047
declaration 100137_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2793.6124999999997,9746.766666666666,0.0,11174.449999999999,4683.421599551285,189123.5,670467.0,0.0,756494.0,323415.70048313984,303323.0,371438.06,0.22456280104047502
declaration 100143_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,672.1708333333333,1464.5666666666666,0.0,2688.6833333333334,781.4096156797995,58718.75,161321.0,0.0,234875.0,76653.7059176963,202864.0,421685.6,1.0786615355607698
declaration 100149_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,385.1666666666667,1155.4333333333334,0.0,1155.5,667.0705018545225,23111.333333333332,69330.0,0.0,69334.0,40026.539512345225,292502.0,432314.97,0.47798978724931795
declaration 100154_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1006.0458333333333,2888.4333333333334,0.0,4024.1833333333334,1363.7124976257114,77434.25,241451.0,0.0,309737.0,113956.26941177918,455641.0,431119.66,0.053817245923874275
declaration 100160_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,358.7041666666667,1151.6333333333334,0.0,1434.8166666666668,545.1945735537062,25771.75,86089.0,0.0,103087.0,41001.12867857014,205942.0,390536.12,0.8963403531091279
declaration 100166_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1193.9666666666667,4702.233333333334,0.0,4775.866666666667,2339.1004353130033,72744.75,286552.0,0.0,290979.0,142553.35012870326,608741.0,519981.16,0.14580888054197105
declaration 100172_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,88.80555555555556,266.3666666666667,0.0,266.4166666666667,153.7724349786374,5329.333333333333,15985.0,0.0,15988.0,9228.078149502926,274352.0,371562.94,0.3543292467341226
declaration 100177_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,52.52222222222222,148.03333333333333,0.0,157.56666666666666,82.85228041744156,6112.0,9454.0,0.0,18336.0,5300.868230771257,280715.0,374706.12,0.33482758313592076
declaration 100182_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7.922222222222222,22.9,0.0,23.766666666666666,12.978372322758664,492.6666666666667,1426.0,0.0,1478.0,808.7084353049208,288235.0,382982.28,0.32871539282182943
declaration 100187_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,46.888888888888886,137.03333333333333,0.0,140.66666666666666,78.08851340578796,2886.0,8440.0,0.0,8658.0,4811.139989649023,280699.0,385167.56,0.3721729058528887
declaration 100192_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.611111111111111,9.25,0.0,10.833333333333334,4.947174651964194,248.33333333333334,650.0,0.0,745.0,351.08166191547707,288405.0,365360.5,0.2668313656143271
declaration 100197_3,0,0,1,1,0,0,0,0,0,1,3,3,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16227.349999999999,38896.2,0.0,48682.049999999996,20232.357383594725,1751565.0,2920923.0,0.0,5254695.0,1545047.4219644521,26828165.0,11684811.0,0.5644573156606126
declaration 100207_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,600.1833333333333,1451.7333333333331,0.0,2400.733333333333,722.6746989867263,57794.5,144044.0,0.0,231178.0,70657.80778040976,204689.0,473368.72,1.3126241212278138
declaration 100213_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1002.2444444444444,3002.883333333333,0.0,3006.733333333333,1732.6051709567087,60211.666666666664,180404.0,0.0,180635.0,104089.6780873749,450863.0,426740.5,0.05350294878932181
declaration 100218_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,415.9111111111111,1247.65,0.0,1247.7333333333333,720.3070082983393,24956.333333333332,74864.0,0.0,74869.0,43221.30724924147,201522.0,434760.0,1.1573823205406855
declaration 100223_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435.111111111111,4304.066666666667,0.0,4305.333333333333,2484.588474159438,86132.0,258320.0,0.0,258396.0,149119.1870685996,962049.0,457613.47,0.5243345518263622
declaration 100228_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1499999999999995,14.85,0.0,15.45,8.40580156796483,321.0,927.0,0.0,963.0,525.119986288848,266516.0,368870.6,0.3840467129553198
declaration 100233_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3806.0499999999997,9747.433333333332,0.0,15224.199999999999,4725.799253154021,310602.0,913452.0,0.0,1242408.0,430690.2105628437,1167337.0,408024.34,0.6504656806474908
declaration 100239_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,274.2291666666667,1086.2,0.0,1096.9166666666667,541.3372427976989,32747.75,65815.0,0.0,130991.0,37813.59537146219,545103.0,415895.88,0.23703249661073228
declaration 100258_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,47702.104166666664,181071.75,0.0,190808.41666666666,89024.62047733738,8297162.0,11448505.0,0.0,33188648.0,5538160.13531925,303374.0,417285.56,0.37548228424321134
declaration 100264_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,324.6333333333334,973.8333333333334,0.0,973.9000000000001,562.2236931249973,19479.333333333332,58434.0,0.0,58438.0,33735.73098857254,545237.0,401511.22,0.26360239904848715
declaration 100269_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,492.7777777777778,1446.15,0.0,1478.3333333333335,825.8013606884011,30210.333333333332,88700.0,0.0,90631.0,50662.73798694,459725.0,510402.75,0.11023492305182446
declaration 100274_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,951.3499999999999,2840.133333333333,0.0,2854.0499999999997,1635.7491490479556,57359.333333333336,171243.0,0.0,172078.0,98627.03207707983,376894.0,514375.25,0.3647743132021205
declaration 100279_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,552.8666666666667,1656.75,0.0,1658.6,955.9914569876308,33209.0,99516.0,0.0,99627.0,57423.5732691723,448255.0,462909.44,0.032692189713444356
declaration 100284_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,440.27777777777777,1303.3666666666666,0.0,1320.8333333333333,747.5079221678548,26766.0,79250.0,0.0,80298.0,45455.49766529897,114076.0,471545.44,3.1336077483432097
declaration 100289_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.38333333333333,205.56666666666663,0.0,257.5333333333333,97.22247301554954,6952.5,15452.0,0.0,27810.0,8120.737630699977,177425.0,494209.47,1.785455650274764
declaration 100295_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2562.6666666666665,7696.5,0.0,10250.666666666666,3628.095018739173,192077.25,615040.0,0.0,768309.0,291081.36582448904,519708.0,520393.94,0.0013198517244298721
declaration 100301_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,827.3555555555555,2480.7166666666667,0.0,2482.0666666666666,1431.8528829547838,49668.333333333336,148924.0,0.0,149005.0,85957.93834389778,1242876.0,603912.9,0.5141004613493221
declaration 100306_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4159.466666666666,12478.216666666667,0.0,12478.4,7204.248828314981,249571.66666666666,748704.0,0.0,748715.0,432261.28055185947,376560.0,446192.38,0.1849170782876567
declaration 100311_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,560.4708333333333,1196.0,0.0,2241.883333333333,649.981834272512,49319.0,134513.0,0.0,197276.0,64037.04978109677,372314.0,541017.25,0.4531208872081093
declaration 100317_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,560.0083333333332,1195.3333333333333,0.0,2240.033333333333,649.4969330324188,49272.75,134402.0,0.0,197091.0,63983.6312576636,372317.0,540884.4,0.45275229172989684
declaration 100323_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17.133333333333333,48.766666666666666,0.0,51.4,27.42689272310016,1080.6666666666667,3084.0,0.0,3242.0,1736.7352513648514,718089.0,476359.22,0.33662927749902866
declaration 100328_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7266.883333333334,12929.5,0.0,21800.65,6612.35557239879,613436.0,1308039.0,0.0,1840308.0,657786.1109790932,622579.0,504557.53,0.18956866317366952
declaration 100333_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98.0111111111111,291.56666666666666,0.0,294.0333333333333,167.62856536380045,5930.0,17642.0,0.0,17790.0,10143.159468331354,444011.0,472874.12,0.06500542779345557
declaration 100338_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46.361111111111114,139.0,0.0,139.08333333333334,80.22764197604862,2783.3333333333335,8345.0,0.0,8350.0,4816.545269519776,448200.0,488969.25,0.09096218206157965
